"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RPL14","RPL14",0.0782824583521702,17.6645113583959,0.869491101914593,0.390070990352985,0.652177515544922,-6.23611050330744
"EIF5A","EIF5A",0.121438261062274,18.5385632711401,0.869190582030044,0.390233226336837,0.652314599402046,-6.23636868058497
"LRRFIP2","LRRFIP2",0.0602179867070838,16.0463628347153,0.868887257187459,0.390397019831391,0.652375987865453,-6.23662918071898
"USP9X","USP9X",-0.0474502145726454,16.9621224503217,-0.868825346574853,0.390430456509464,0.652375987865453,-6.23668233979736
"TAGLN3","TAGLN3",0.130652403586398,16.0815264344878,0.868581905944711,0.390561951454518,0.65246159132219,-6.23689133298421
"TMPRSS13","TMPRSS13",0.55539796648609,19.147437533162,0.868232079009565,0.390750960176551,0.652643220726357,-6.23719156009098
"ARL6","ARL6",0.0806957641918071,15.4310827894487,0.866992167091779,0.391421340086473,0.653521305256163,-6.23825473721476
"LTF","LTF",-0.171552298566995,15.4170409329329,-0.866721854833384,0.391567585459611,0.653521305256163,-6.23848632594442
"METTL17","METTL17",0.0554640310148731,15.4081911089124,0.866706761467751,0.39157575234673,0.653521305256163,-6.23849925506876
"KDM4B","KDM4B",-0.0593985277804165,16.2500190965861,-0.866526563536477,0.391673264164167,0.653521305256163,-6.23865359767568
"FLOT1","FLOT1",-0.0689003563444324,16.3216030313385,-0.866435894672837,0.391722334261697,0.653521305256163,-6.23873124545171
"ARPC2","ARPC2",0.0647162408816975,16.9867583345828,0.86636805746574,0.391759050376834,0.653521305256163,-6.23878933535583
"TRMT1L","TRMT1L",0.0507422573954059,16.2968433038721,0.86601763767165,0.391948745682223,0.65357795762573,-6.23908933493666
"PPP1R7","PPP1R7",-0.0561370524093885,15.8741750726903,-0.866008278956353,0.391953812698417,0.65357795762573,-6.2390973454736
"RILPL1","RILPL1",-0.0551092269114797,16.308459203509,-0.865667832901287,0.392138165849144,0.65375126131823,-6.23938869173822
