"","Gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"PPP2R5C","PPP2R5C",0.463762404413261,16.2837562508426,3.06269427274132,0.00403051839340796,0.0201501131734399,-2.63488439527515
"PDGFRA","PDGFRA",-0.280806914624279,17.7221133702999,-3.06138948798841,0.00404457430563442,0.0201831458136907,-2.63812795055458
"FLT4","FLT4",-0.280806914624279,17.7221133702999,-3.06138948798841,0.00404457430563442,0.0201831458136907,-2.63812795055458
"MAPK15","MAPK15",-0.280806914624279,17.7221133702999,-3.06138948798841,0.00404457430563442,0.0201831458136907,-2.63812795055458
"Q92928","Q92928",-0.308957181039187,14.9279654314069,-3.06111461114111,0.00404754133477434,0.0201855604358163,-2.63881115971453
"HMOX1","HMOX1",-0.250120416288931,15.0098677431479,-3.05505565618486,0.00411346583305806,0.0205017558288957,-2.6538614375918
"STIM2","STIM2",0.332504845612974,15.3190000282313,3.05302503979759,0.00413578569769356,0.0205943274471008,-2.65890144017709
"RAPH1","RAPH1",-0.269929986408735,15.2962609176172,-3.0529052226052,0.00413710625182872,0.0205943274471008,-2.65919876448737
"SEC22B","SEC22B",0.239425528661396,17.1696099823636,3.0507292047172,0.00416115834934161,0.020701380796694,-2.66459729883237
"BCAT2","BCAT2",0.383807259432796,15.0007177105431,3.0499534820305,0.00416976446175379,0.0207315078346157,-2.66652124966789
"CHPF2","CHPF2",-0.449875077633948,15.3349705279723,-3.04955662779476,0.00417417377668486,0.0207407448842733,-2.66750541584154
"MCUB","MCUB",0.199542494613492,15.0857028854502,3.04837543787227,0.00418732362204385,0.0207933742966368,-2.670434215991
"JUNB","JUNB",-0.243717489658536,16.167446697927,-3.0474961064702,0.00419713832271443,0.0208293879275614,-2.67261410568495
"NDUFA12","NDUFA12",0.28351057447717,15.8533076369458,3.04610078571928,0.00421275680334186,0.0208941428031519,-2.67607237404948
"LAMC1","LAMC1",-0.212886648907855,17.4848126213293,-3.04537203598397,0.00422093581397346,0.0209219434340185,-2.67787818436528
"FAM160B1","FAM160B1",-0.468643314604371,15.4584086407221,-3.04478352455338,0.00422755180840868,0.0209352129326468,-2.67933630079508
"PLEKHO2","PLEKHO2",-0.28228270143099,16.1809159211127,-3.04438257168237,0.00423206488513117,0.0209352129326468,-2.68032961862968
"CBWD1","CBWD1",-0.413037881228215,14.1798060228979,-3.04438170265719,0.00423207467170497,0.0209352129326468,-2.6803317714612
"GSKIP","GSKIP",0.733858363636321,15.5601361738743,3.04421837373229,0.00423391438815,0.0209352129326468,-2.68073637879491
"MLLT3","MLLT3",0.327298216476755,14.8387199663862,3.04317671328103,0.00424566527349777,0.0209805550202209,-2.68331653001976
"LSM6","LSM6",0.274722863735356,18.1398536549729,3.04178074866288,0.00426146126046608,0.0210458193112568,-2.68677344601057
"PPIL4","PPIL4",-0.213173015155,16.691717258682,-3.0407916775701,0.0042726865785495,0.0210764850074184,-2.68922216826499
"CRNKL1","CRNKL1",0.177924577701518,16.7964105414109,3.04077675909721,0.00427285610680595,0.0210764850074184,-2.68925909945152
"KIAA1549L","KIAA1549L",-0.365168664543999,15.4768378415928,-3.03968476484085,0.00428528237908368,0.021124960860868,-2.69196207225365
"HEXA","HEXA",0.203659997823449,15.687472727795,3.03715846374454,0.00431416094928212,0.0212544329434633,-2.69821309109717
