"","logFC","AveExpr","t","P.Value","adj.P.Val","B","genes","group","Pos_neg"
"ENSG00000101057",-0.661325905974133,8.00272131506468,-17.9219817459912,1.26428721806363e-13,2.25455510345681e-12,20.5644166153474,"MYBL2","Significant",NA
"ENSG00000021300",-5.2211095965554,1.46415617577162,-17.8571566986764,1.35210832302285e-13,2.38051274667795e-12,20.5572831913988,"PLEKHB1","Significant&FoldChange","Differentially_low"
"ENSG00000171824",-0.78521142996834,6.74257816494961,-17.7630736865054,1.49110699986061e-13,2.59499459033334e-12,20.5470524121519,"EXOSC10","Significant",NA
"ENSG00000166337",1.01447462388267,6.6490926720702,17.7219487122202,1.55649539829417e-13,2.68072057198437e-12,20.5199274863936,"TAF10","Significant",NA
"ENSG00000274414",-4.78520755357689,1.53042278268281,-17.6136389033066,1.74349770590494e-13,2.96287646954398e-12,20.5148166336415,NA,"Significant&FoldChange","Differentially_low"
"ENSG00000027869",2.8924931573292,2.53611599367538,17.0457042149138,3.19350641727772e-13,5.08878970806862e-12,20.5082325219085,"SH2D2A","Significant&FoldChange","Differentially_high"
"ENSG00000273706",-1.30938401770845,4.5188763749903,-17.3404961427293,2.32747690213067e-13,3.86826661134118e-12,20.5027590021093,NA,"Significant",NA
"ENSG00000153885",-0.889949772384626,6.03489927122357,-17.619605076451,1.73260751224099e-13,2.95040336613169e-12,20.4991004029468,"KCTD15","Significant",NA
"ENSG00000112902",3.27753733234398,2.17918922959267,17.0893884507474,3.04633774296301e-13,4.88707850270707e-12,20.4983872267919,"SEMA5A","Significant&FoldChange","Differentially_high"
"ENSG00000134046",0.810609945002418,6.52041527800283,17.6873345411612,1.61385973646802e-13,2.76804425388014e-12,20.4968397474162,"MBD2","Significant",NA
"ENSG00000152256",1.56076355021277,5.11674730992476,17.4279800161423,2.12085881558515e-13,3.54258025276636e-12,20.4888488658549,"PDK1","Significant",NA
"ENSG00000003137",2.30680807159545,3.03105967730663,17.0339848041565,3.234242268459e-13,5.14876499059278e-12,20.4734918952128,"CYP26B1","Significant",NA
"ENSG00000166446",1.33875368177659,4.16256081662717,17.2386316653358,2.5949141081496e-13,4.27004677994518e-12,20.4680166555446,"CDYL2","Significant",NA
"ENSG00000144381",-0.646020235175371,8.89947810289009,-17.9122620977515,1.27706431231028e-13,2.27003303428843e-12,20.4598019308682,"HSPD1","Significant",NA
"ENSG00000139438",-1.58563834662124,3.87134916705256,-17.1458263512753,2.86664861072947e-13,4.61663758820967e-12,20.4344623612797,"FAM222A","Significant",NA
"ENSG00000183196",-4.34958407894074,2.29558707046743,-17.0804909893761,3.07572564308474e-13,4.92946578477034e-12,20.4152188410139,"CHST6","Significant&FoldChange","Differentially_low"
"ENSG00000101158",-0.72570436801709,7.66062342559948,-17.7382410064097,1.53023844599613e-13,2.64646857153544e-12,20.4042844145027,"NELFCD","Significant",NA
"ENSG00000164305",-1.07293429212719,5.57088956161704,-17.4526759494444,2.06607972934051e-13,3.46151664331041e-12,20.4028137020788,"CASP3","Significant",NA
"ENSG00000142634",-0.817001050582636,7.3370422157098,-17.6954185429645,1.60026711316227e-13,2.75040738580733e-12,20.3969092128026,"EFHD2","Significant",NA
"ENSG00000177731",0.638154439857422,8.36521388767401,17.8015618601566,1.43251624802023e-13,2.50614947811539e-12,20.3946606054065,"FLII","Significant",NA
"ENSG00000129657",0.767185405393939,6.7015931959166,17.6156766507144,1.73977011491392e-13,2.95956799486892e-12,20.3920638746459,"SEC14L1","Significant",NA
"ENSG00000133818",1.33975038928488,4.32610951658743,17.1873555493034,2.74153962457591e-13,4.44530620101967e-12,20.3771723937506,"RRAS2","Significant",NA
"ENSG00000067798",1.57145662729091,3.81640354716446,17.0671128518766,3.12047334049741e-13,4.98767624194859e-12,20.3588406426675,"NAV3","Significant",NA
"ENSG00000169871",1.0430795211058,6.04642525051564,17.4847242135242,1.99719359539494e-13,3.35965157443967e-12,20.3542960158345,"TRIM56","Significant",NA
"ENSG00000135905",2.02832513765511,3.56936033950702,16.992746069388,3.38196742669074e-13,5.33414698732562e-12,20.3445460837607,"DOCK10","Significant",NA
"ENSG00000162551",-1.90018724110778,4.00003021201734,-17.0600675306257,3.14431249229679e-13,5.02002628453148e-12,20.3313022098414,"ALPL","Significant",NA
"ENSG00000135362",3.23082447247424,2.11164538637482,16.9367058010736,3.59413758354783e-13,5.63268328659225e-12,20.3302884741154,"PRR5L","Significant&FoldChange","Differentially_high"
"ENSG00000153707",6.42080666188165,1.76417389972,17.8371078306334,1.38054587541775e-13,2.42800766660772e-12,20.3227769880736,"PTPRD","Significant&FoldChange","Differentially_high"
"ENSG00000196526",-0.903523573697449,7.43056521417794,-17.6356195098352,1.70372700434268e-13,2.90419926278722e-12,20.3209729405276,"AFAP1","Significant",NA
"ENSG00000144791",1.2323653482341,4.88381460139444,17.241230881909,2.58770397709501e-13,4.26240238843599e-12,20.3145420795963,"LIMD1","Significant",NA
"ENSG00000196352",0.876820503771587,6.94462887383651,17.559286467074,1.84607514896161e-13,3.11791778252735e-12,20.2990908203539,"CD55","Significant",NA
"ENSG00000164096",1.3834374119398,4.89478573326812,17.214237479964,2.6636174635878e-13,4.36581087227113e-12,20.2894921838788,"C4orf3","Significant",NA
"ENSG00000185070",-1.44885440168131,4.17969990242849,-17.0669420865,3.12104891192933e-13,4.98767624194859e-12,20.2777628088731,"FLRT2","Significant",NA
"ENSG00000140853",1.57914528552035,3.85734659017574,16.99851486215,3.36088419208372e-13,5.31979954975537e-12,20.2751355781484,"NLRC5","Significant",NA
"ENSG00000166313",1.22120771031246,4.96534960982918,17.2181813587256,2.65238210135633e-13,4.35168711989557e-12,20.2712645429497,"APBB1","Significant",NA
"ENSG00000172819",-0.98351227175162,5.79697468964702,-17.3701292960532,2.25522365279107e-13,3.75946009121239e-12,20.2678925269307,"RARG","Significant",NA
"ENSG00000173264",-0.869996749650885,5.75799827514837,-17.3617931769379,2.27530851350507e-13,3.78534809754297e-12,20.262566504324,"GPR137","Significant",NA
"ENSG00000138131",-0.877051417244185,6.77826928883292,-17.5013179570621,1.96247596184411e-13,3.30459478073446e-12,20.2571570612944,"LOXL4","Significant",NA
"ENSG00000154556",-1.160078086237,4.94105827426922,-17.180786498899,2.76094196453645e-13,4.47240306536021e-12,20.2305412925768,"SORBS2","Significant",NA
"ENSG00000072864",-0.986285430513569,5.52468217416911,-17.2815328915953,2.47855435491243e-13,4.0988630227507e-12,20.2194066756914,"NDE1","Significant",NA
"ENSG00000137713",-0.909012064264914,5.6071583031026,-17.2911596144554,2.45320320580803e-13,4.06097980881767e-12,20.212508048787,"PPP2R1B","Significant",NA
"ENSG00000170500",-2.16590307867839,2.99906159486948,-16.7934937876377,4.20218689913261e-13,6.49677639661246e-12,20.2065726830056,"LONRF2","Significant",NA
"ENSG00000138678",-0.796479682413794,6.66775873057208,-17.4380784351857,2.09827740291075e-13,3.511920487047e-12,20.201346430287,"GPAT3","Significant",NA
"ENSG00000168621",-2.87889868610729,2.38774773910703,-16.7485562265657,4.41448265996442e-13,6.77458003772933e-12,20.1825976614031,"GDNF","Significant&FoldChange","Differentially_low"
"ENSG00000198168",1.00246358146381,5.45398427500609,17.2182242211929,2.65226026745162e-13,4.35168711989557e-12,20.1638954437237,"SVIP","Significant",NA
"ENSG00000125868",-0.787746219181156,7.89675561747858,-17.5369105115692,1.89012457649361e-13,3.18599091899836e-12,20.1573112596748,"DSTN","Significant",NA
"ENSG00000136732",1.09126953575926,5.27081481584416,17.1734580809744,2.78275706297936e-13,4.49897104929153e-12,20.1531208976184,"GYPC","Significant",NA
"ENSG00000197852",-1.16746339621066,4.90230634568004,-17.1022960516917,3.00422645979378e-13,4.82417814123408e-12,20.1514980339914,"INKA2","Significant",NA
"ENSG00000071794",1.01213982048028,5.88883761105912,17.2702258578257,2.50868141792633e-13,4.14130921440681e-12,20.1428997654448,"HLTF","Significant",NA
"ENSG00000132329",-2.56096671837578,3.27298689714833,-16.7488663127317,4.41297984750991e-13,6.77458003772933e-12,20.1409858913711,"RAMP1","Significant&FoldChange","Differentially_low"
"ENSG00000197249",1.54774582639831,3.79970003871689,16.8670911680728,3.87728735510839e-13,6.0507526612114e-12,20.1378290692,"SERPINA1","Significant",NA
"ENSG00000146122",-1.76715492470542,3.73821965486287,-16.8479861736801,3.95901399812022e-13,6.16671158844968e-12,20.1375952572833,"DAAM2","Significant",NA
"ENSG00000181649",-0.818831716838928,6.91943321726232,-17.4108783921446,2.15968299944432e-13,3.60380837859082e-12,20.1374029435854,"PHLDA2","Significant",NA
"ENSG00000180340",1.26359233381957,5.400436508749,17.1693854611749,2.79495836346706e-13,4.51430592816546e-12,20.1298468281202,"FZD2","Significant",NA
"ENSG00000226950",-0.888974309046547,6.31046302282132,-17.3197265683276,2.37956148321784e-13,3.94693731048708e-12,20.1246594880645,"DANCR","Significant",NA
"ENSG00000135404",-0.585283632794972,8.71198869401633,-17.5725092145067,1.82055166715118e-13,3.0780843039728e-12,20.1078089860099,"CD63","Significant",NA
"ENSG00000116191",0.97705130410446,6.18018006276666,17.2700306857946,2.5092048007868e-13,4.14130921440681e-12,20.0927528883752,"RALGPS2","Significant",NA
"ENSG00000163453",1.32232618409786,4.72190140608039,17.0042504540483,3.34005877575233e-13,5.2918757724503e-12,20.0884087787353,"IGFBP7","Significant",NA
"ENSG00000162413",-0.644987637173661,7.70608068700946,-17.4554790642123,2.05995639126363e-13,3.45474018393558e-12,20.0881890938536,"KLHL21","Significant",NA
"ENSG00000140961",-1.98395308463947,3.3402366072688,-16.7288950998189,4.51087229900442e-13,6.90337915372499e-12,20.0833513160399,"OSGIN1","Significant",NA
"ENSG00000181773",-1.74925718490417,3.76507456740363,-16.8019950183629,4.16324283453503e-13,6.44856439049135e-12,20.0800156552779,"GPR3","Significant",NA
"ENSG00000117859",0.72390365351311,6.85089197653753,17.3339826792726,2.34368113816444e-13,3.89130674488441e-12,20.0604125253376,"OSBPL9","Significant",NA
"ENSG00000071991",-7.9133851250731,1.71841472582983,-18.412159725432,7.66132985247901e-14,1.43391106022749e-12,20.0518992837886,"CDH19","Significant&FoldChange","Differentially_low"
"ENSG00000104774",0.81379523442232,6.01545851321367,17.2031605613371,2.69544101984054e-13,4.391983308799e-12,20.0411846957383,"MAN2B1","Significant",NA
"ENSG00000138944",-3.51786293206536,2.01251181672537,-16.6836518854814,4.74114986146544e-13,7.21592588805454e-12,20.0231957039452,"SHISAL1","Significant&FoldChange","Differentially_low"
"ENSG00000184702",-1.79518414306368,3.15968616392303,-16.6145115225965,5.11714019176248e-13,7.69654932009886e-12,19.9734000765298,"Sep-05","Significant",NA
"ENSG00000263753",1.06094679886172,4.88192784493093,16.9362716935547,3.59583451689193e-13,5.63268328659225e-12,19.9662941591724,"LINC00667","Significant",NA
"ENSG00000025800",-0.805563885720492,6.60572850789789,-17.205116914044,2.68979165910472e-13,4.3870792320236e-12,19.9513732684049,"KPNA6","Significant",NA
"ENSG00000100225",-0.721339701018657,6.69266006691152,-17.2132374393097,2.66647430760483e-13,4.3661874869352e-12,19.9469434099626,"FBXO7","Significant",NA
"ENSG00000223959",-1.11211011866062,4.74355219352361,-16.8820256166644,3.81463300291238e-13,5.96417690577646e-12,19.9351367912575,"AFG3L1P","Significant",NA
"ENSG00000144455",1.549932338687,3.73727597053035,16.6715430958983,4.80484691771249e-13,7.27722935733216e-12,19.9298913606125,"SUMF1","Significant",NA
"ENSG00000134779",0.758584038275642,6.88182884057392,17.2071578966263,2.68391113383254e-13,4.3870792320236e-12,19.9153896322878,"TPGS2","Significant",NA
"ENSG00000156990",-0.958926618361208,5.94520814700027,-17.054444845202,3.16347477421506e-13,5.04577262451576e-12,19.8892223496087,"RPUSD3","Significant",NA
"ENSG00000169067",2.20305378246908,3.09262757391561,16.5148454126104,5.71500573189277e-13,8.48823907632331e-12,19.887489728945,"ACTBL2","Significant",NA
"ENSG00000121440",-3.97768595721506,1.94916516093464,-16.6107565393663,5.13843398112052e-13,7.72158885770552e-12,19.8796934040044,"PDZRN3","Significant&FoldChange","Differentially_low"
"ENSG00000164400",3.89199978872096,2.23061606440818,16.5371430463574,5.57517394032308e-13,8.31025927248158e-12,19.8779371103058,"CSF2","Significant&FoldChange","Differentially_high"
"ENSG00000105383",4.80145398317323,1.39417869713729,17.0307966167195,3.24541812261747e-13,5.16161236343563e-12,19.8760088952819,"CD33","Significant&FoldChange","Differentially_high"
"ENSG00000163565",-0.733554071434311,6.93457988848596,-17.1597033188222,2.82419100398402e-13,4.55267259808093e-12,19.8544678872339,"IFI16","Significant",NA
"ENSG00000132429",-0.968978865350446,5.13729880485927,-16.8857384786504,3.79922170701106e-13,5.94567464882522e-12,19.8508683908684,"POPDC3","Significant",NA
"ENSG00000065618",2.87230172567871,2.24011117476256,16.4409501368784,6.2052707675096e-13,9.15911191438806e-12,19.8367711395976,"COL17A1","Significant&FoldChange","Differentially_high"
"ENSG00000125089",-2.06575472522653,3.34392018425039,-16.4912175411032,5.86719569865589e-13,8.70649933139829e-12,19.8186808662748,"SH3TC1","Significant",NA
"ENSG00000157500",0.847453621089208,6.11569042098271,17.0129467131337,3.30874096306742e-13,5.24725904639127e-12,19.8120488105738,"APPL1","Significant",NA
"ENSG00000020577",1.23218193775105,4.64066066530248,16.7267680179127,4.52143180020573e-13,6.91317355284446e-12,19.7877154682495,"SAMD4A","Significant",NA
"ENSG00000161791",-0.850784110266661,6.11979540507036,-16.9911939497623,3.38766358993714e-13,5.33677429997681e-12,19.7861338119281,"FMNL3","Significant",NA
"ENSG00000150457",-0.871825417679112,5.8229517893086,-16.9435942918237,3.56732235809303e-13,5.5985738991035e-12,19.7830590272999,"LATS2","Significant",NA
"ENSG00000083937",0.90848305051396,5.98891690316348,16.966020036632,3.48146690633553e-13,5.46899621770288e-12,19.7816053392435,"CHMP2B","Significant",NA
"ENSG00000176788",11.8351768587567,0.959200762061652,22.4518767161937,1.85383800552752e-15,5.4726088191594e-14,19.7808098575804,"BASP1","Significant&FoldChange","Differentially_high"
"ENSG00000132122",-1.69693561565624,3.74295927026489,-16.5345193174905,5.59144002731974e-13,8.32703702993317e-12,19.7787487367207,"SPATA6","Significant",NA
"ENSG00000142599",-0.899410930622021,6.79678525973375,-17.0716864207987,3.10509925043e-13,4.9717485108041e-12,19.7765019798656,"RERE","Significant",NA
"ENSG00000157193",-0.729467222688326,7.21781277903829,-17.1112000387813,2.97553285387476e-13,4.78272302044473e-12,19.763540864454,"LRP8","Significant",NA
"ENSG00000244694",-1.80888702280065,3.17942836971436,-16.4261291251434,6.30879911806818e-13,9.28717815255032e-12,19.7581511236239,"PTCHD4","Significant",NA
"ENSG00000161835",-4.99525263684829,1.70402493928202,-16.7373120862663,4.46934045671437e-13,6.85243896592185e-12,19.7274461962596,"GRASP","Significant&FoldChange","Differentially_low"
"ENSG00000163661",1.18725016758681,4.39076501907423,16.6212469225835,5.07917632050259e-13,7.65092598780261e-12,19.7189671331498,"PTX3","Significant",NA
"ENSG00000132256",1.13737728782534,4.728382615404,16.6820662550382,4.7494403291865e-13,7.22193030842448e-12,19.7138144439605,"TRIM5","Significant",NA
"ENSG00000166441",0.577428784080238,8.6200900818854,17.2052692215143,2.6893523615895e-13,4.3870792320236e-12,19.7096859402388,"RPL27A","Significant",NA
"ENSG00000184371",1.31583345920508,4.7785159352424,16.6785101402344,4.76808874417262e-13,7.24365949983081e-12,19.7072284423543,"CSF1","Significant",NA
"ENSG00000204178",-1.07254937055116,4.94557353864017,-16.7085707196625,4.612834274486e-13,7.0399729698767e-12,19.6933497369683,"MACO1","Significant",NA
"ENSG00000163635",0.857928797174914,5.917334441397,16.8735702613165,3.84997429396463e-13,6.01377563587333e-12,19.6877972199509,"ATXN7","Significant",NA
"ENSG00000131153",-0.929114419750168,5.44337311591603,-16.7943071663422,4.19844436179781e-13,6.49677639661246e-12,19.6850292255526,"GINS2","Significant",NA
"ENSG00000181222",-0.637543691770718,8.78917044991988,-17.18821854709,2.73900131252714e-13,4.44530620101967e-12,19.6735207546706,"POLR2A","Significant",NA
"ENSG00000172046",0.748111744258581,6.80912251505838,16.972010253786,3.45890208512444e-13,5.43868993895631e-12,19.6604630634132,"USP19","Significant",NA
"ENSG00000173548",1.04713092005176,5.76746277714041,16.8202942924451,4.08069138293463e-13,6.34434899760277e-12,19.6588539060149,"SNX33","Significant",NA
"ENSG00000067066",0.937476084181847,5.57752597842727,16.7921256969874,4.20848967545946e-13,6.50047382956656e-12,19.6582865325664,"SP100","Significant",NA
"ENSG00000171105",-1.58048461850909,3.93647299088656,-16.459132038366,6.08069126688414e-13,8.98320789827683e-12,19.6476448334141,"INSR","Significant",NA
"ENSG00000126005",0.988166366301497,5.78591456873653,16.8140681547966,4.10858447679007e-13,6.37578655501876e-12,19.6465989980401,"MMP24OS","Significant",NA
"ENSG00000126603",1.51127378876599,4.28779086418163,16.5236767266442,5.65918887591856e-13,8.4203866712414e-12,19.6456381759665,"GLIS2","Significant",NA
"ENSG00000187193",2.53333805476413,2.98302082198261,16.2742892240861,7.47985421022879e-13,1.07725456649915e-11,19.6399448241096,"MT1X","Significant&FoldChange","Differentially_high"
"ENSG00000170248",0.708231982426827,7.42802942098221,17.0210886291825,3.27969830932678e-13,5.2061686629428e-12,19.6362705540543,"PDCD6IP","Significant",NA
"ENSG00000119917",1.34627707753798,4.08506821143893,16.4797365956768,5.94267278924898e-13,8.81063530395343e-12,19.6300201104307,"IFIT3","Significant",NA
"ENSG00000177600",0.636649616689169,8.95413471425388,17.1272237207973,2.92461662017204e-13,4.70543351667564e-12,19.5886919473575,"RPLP2","Significant",NA
"ENSG00000157978",-1.16189350523168,4.85228030918121,-16.5923118598396,5.24438633595448e-13,7.85948610492007e-12,19.583971521707,"LDLRAP1","Significant",NA
"ENSG00000097021",-0.809131855772786,7.49256786392435,-16.973210599465,3.45439890634401e-13,5.43675282418914e-12,19.5749086100741,"ACOT7","Significant",NA
"ENSG00000004455",-0.637807636280503,7.73454184506026,-16.9925227546857,3.38278635658316e-13,5.33414698732562e-12,19.5670447531212,"AK2","Significant",NA
"ENSG00000125538",4.26121640168605,2.05118639257602,16.32082431556,7.09850459694999e-13,1.03307483713931e-11,19.5649053334207,"IL1B","Significant&FoldChange","Differentially_high"
"ENSG00000165029",1.98190208431967,3.13033990336395,16.2295192447888,7.86702855206299e-13,1.13007791301026e-11,19.5493236320512,"ABCA1","Significant",NA
"ENSG00000136848",-0.910118617687338,5.49257696687281,-16.6763557610373,4.77942369661214e-13,7.2542485696524e-12,19.5401642113647,"DAB2IP","Significant",NA
"ENSG00000197381",-1.08539275721331,5.16050673541339,-16.6085274176312,5.15111879242929e-13,7.72667818864393e-12,19.5342821952632,"ADARB1","Significant",NA
"ENSG00000127022",-0.575525580891552,10.0997377802276,-17.176738824474,2.77296876282012e-13,4.48751127926684e-12,19.5324839719526,"CANX","Significant",NA
"ENSG00000172765",1.63088301387815,4.03059721038273,16.3696315563107,6.72034264976647e-13,9.82340324002804e-12,19.5297018036418,"TMCC1","Significant",NA
"ENSG00000197702",0.698612956107509,6.70732225162431,16.8153757272117,4.10271002793398e-13,6.3726206228283e-12,19.4957566002737,"PARVA","Significant",NA
"ENSG00000165300",1.64811065735619,3.98037104664135,16.3067618984153,7.21154905460959e-13,1.04404133525794e-11,19.4685725040183,"SLITRK5","Significant",NA
"ENSG00000148926",1.19735307755892,5.48251483226016,16.5824730378378,5.30183742912569e-13,7.93128155464167e-12,19.4454491196117,"ADM","Significant",NA
"ENSG00000136261",-0.749156402708985,7.19522657280798,-16.8243217041954,4.06275430754577e-13,6.32237608533808e-12,19.4415616195831,"BZW2","Significant",NA
"ENSG00000167306",3.69336309649056,1.84168459143789,16.1944482803685,8.18496387488561e-13,1.17169767097846e-11,19.4407986589312,"MYO5B","Significant&FoldChange","Differentially_high"
"ENSG00000126698",-0.856403634368101,6.46237847392948,-16.7342188349768,4.48455669989078e-13,6.86943155319675e-12,19.440369264707,"DNAJC8","Significant",NA
"ENSG00000164976",2.64075444155091,2.36131277155959,16.0713198823122,9.41198731112652e-13,1.32790517072091e-11,19.4379313642426,"MYORG","Significant&FoldChange","Differentially_high"
"ENSG00000074800",-0.59346257143002,11.3880595480103,-17.1998925778941,2.70490572379522e-13,4.40308845538457e-12,19.434331103114,"ENO1","Significant",NA
"ENSG00000134871",-0.605659352443961,9.07953938200938,-16.994263473405,3.37640836707564e-13,5.33414698732562e-12,19.4259161462819,"COL4A2","Significant",NA
"ENSG00000196199",-0.815628815672581,5.78113824157385,-16.6248564606155,5.05895280983137e-13,7.6297455262611e-12,19.4254132561639,"MPHOSPH8","Significant",NA
"ENSG00000116560",-0.593463757440842,9.52404457847315,-17.0263335774918,3.26113084471939e-13,5.18164384696332e-12,19.4188373962916,"SFPQ","Significant",NA
"ENSG00000213390",-1.01298169065864,4.94267219263917,-16.4700051618408,6.00744471275005e-13,8.89872826434098e-12,19.4174981090477,"ARHGAP19","Significant",NA
"ENSG00000109452",0.739472459161428,6.83503919890003,16.759538064305,4.36158516356796e-13,6.71821551607966e-12,19.414938308544,"INPP4B","Significant",NA
"ENSG00000166415",-1.24703493689876,4.16201278059041,-16.3127136048504,7.16347625354304e-13,1.03889158232012e-11,19.414124383113,"WDR72","Significant",NA
"ENSG00000148677",1.08069759467948,6.41632772773079,16.6710046181382,4.80770026134219e-13,7.27722935733216e-12,19.3804745273047,"ANKRD1","Significant",NA
"ENSG00000078618",0.652500449423989,8.12211570343026,16.8656877798815,3.88323013673489e-13,6.05434192050036e-12,19.3795817402831,"NRDC","Significant",NA
"ENSG00000118263",1.53875479250979,4.4039804887688,16.3057283089881,7.2199318852849e-13,1.04434523875923e-11,19.3703363126392,"KLF7","Significant",NA
"ENSG00000196126",-8.7493526716314,1.22981032552546,-19.1408918000299,3.71794661799231e-14,7.62867565321385e-13,19.3685744870134,"HLA-DRB1","Significant&FoldChange","Differentially_low"
"ENSG00000142552",-2.00147117305074,3.30814911817828,-16.0962288286743,9.14905921181139e-13,1.2930047967713e-11,19.3682828937636,"RCN3","Significant",NA
"ENSG00000204248",-1.91589457886015,2.97332355591357,-16.0300014167148,9.86572264939881e-13,1.38486748676527e-11,19.3364781326757,"COL11A2","Significant",NA
"ENSG00000113845",0.810708626368983,6.38701846678548,16.6312920467591,5.02310451822954e-13,7.58256104386694e-12,19.3332217075965,"TIMMDC1","Significant",NA
"ENSG00000062716",0.613623372306428,7.75180922756313,16.787600885786,4.22940606284748e-13,6.52671576272285e-12,19.3319307520401,"VMP1","Significant",NA
"ENSG00000197119",-1.40504426232665,4.18513159624349,-16.2362553743636,7.80745758057307e-13,1.12249087360834e-11,19.3280388027281,"SLC25A29","Significant",NA
"ENSG00000113594",-1.87302176330837,3.62495048543767,-16.1118043885429,8.9885692294116e-13,1.27248739857599e-11,19.3238014099596,"LIFR","Significant",NA
"ENSG00000114127",1.03186030975986,4.92818492267757,16.3843090536202,6.61079419596899e-13,9.68029951867882e-12,19.3232913038336,"XRN1","Significant",NA
"ENSG00000175387",0.690364647145965,6.73126375197432,16.6648942011348,4.84020343386194e-13,7.31976169888857e-12,19.3199426613259,"SMAD2","Significant",NA
"ENSG00000092010",0.795218379354693,6.07327610714652,16.5699894529957,5.37568234282094e-13,8.03451803396439e-12,19.3122346079482,"PSME1","Significant",NA
"ENSG00000176842",-2.44236415631788,2.43422018277463,-15.9477846814039,1.08380727313449e-12,1.50357903835519e-11,19.2981479905002,"IRX5","Significant",NA
"ENSG00000109084",-0.767685897636957,6.54709223277482,-16.6207079126094,5.08220354424434e-13,7.65092598780261e-12,19.2958421942293,"TMEM97","Significant",NA
"ENSG00000122034",-0.747374070474336,6.91176660149339,-16.6609537612695,4.86128585777144e-13,7.34496099601467e-12,19.2911899188962,"GTF3A","Significant",NA
"ENSG00000047849",0.671314663991971,8.369933440123,16.8091414198743,4.13079778282316e-13,6.40427790583217e-12,19.2882041237046,"MAP4","Significant",NA
"ENSG00000186297",6.1471571609074,1.26059460401303,16.9965835079232,3.36792734564669e-13,5.32587559321104e-12,19.2878823301367,"GABRA5","Significant&FoldChange","Differentially_high"
"ENSG00000196935",0.939017333835333,5.15416286082611,16.3880013803556,6.58353132682008e-13,9.64887924618604e-12,19.2764891048401,"SRGAP1","Significant",NA
"ENSG00000231023",-6.17337313036889,1.03908649295375,-17.20514206356,2.6897191156558e-13,4.3870792320236e-12,19.2696114503219,"LINC00326","Significant&FoldChange","Differentially_low"
"ENSG00000113356",-0.822328017220562,6.26243714675625,-16.5510334057997,5.48988117292969e-13,8.19046903896692e-12,19.2596375433685,"POLR3G","Significant",NA
"ENSG00000198853",0.747276779250947,6.79821960134578,16.6096488255644,5.14473332838866e-13,7.72407117595478e-12,19.2478557749639,"RUSC2","Significant",NA
"ENSG00000184007",-0.653305469654631,7.68772507699999,-16.6961199450259,4.67648655147726e-13,7.12582832853072e-12,19.2344454850311,"PTP4A2","Significant",NA
"ENSG00000103966",-0.626527083452603,7.70629005886376,-16.6958911716611,4.67766468497414e-13,7.12582832853072e-12,19.2318638575009,"EHD4","Significant",NA
"ENSG00000113368",-0.629862293353353,7.86267497913406,-16.7107923786434,4.60157220900113e-13,7.02923990014695e-12,19.2310086040174,"LMNB1","Significant",NA
"ENSG00000143156",1.02417848533631,4.98818273324436,16.315837517535,7.13837839388053e-13,1.0379689318136e-11,19.2306249281468,"NME7","Significant",NA
"ENSG00000141682",1.07392507386697,5.91582292066934,16.4679008061358,6.02154819223859e-13,8.91167684372265e-12,19.2283754411429,"PMAIP1","Significant",NA
"ENSG00000154639",5.56249296105138,1.14502425390069,16.7524011626829,4.39588625626424e-13,6.75852262526472e-12,19.2018798196859,"CXADR","Significant&FoldChange","Differentially_high"
"ENSG00000148660",0.887473642941593,5.4250973927621,16.3667848237471,6.74180908220297e-13,9.84612187576568e-12,19.1957932702222,"CAMK2G","Significant",NA
"ENSG00000182636",5.63639346690689,1.64885125063515,16.3892489642457,6.57434623712033e-13,9.6439218412127e-12,19.1828247648273,"NDN","Significant&FoldChange","Differentially_high"
"ENSG00000173918",1.78227601405295,3.21412328562737,15.9289240111187,1.10749712868915e-12,1.53260635127507e-11,19.1799352732989,"C1QTNF1","Significant",NA
"ENSG00000175792",0.671911380759213,7.1015684055771,16.5853807323194,5.28479043545112e-13,7.91290243578357e-12,19.1786856266864,"RUVBL1","Significant",NA
"ENSG00000133216",1.07527051001581,5.25211469092569,16.3132311533338,7.15931183240107e-13,1.03889158232012e-11,19.1743317417045,"EPHB2","Significant",NA
"ENSG00000091592",1.4653040325207,3.62573212503109,15.9934759267416,1.0285905793141e-12,1.43536317617132e-11,19.1659840608142,"NLRP1","Significant",NA
"ENSG00000197646",4.18974601625793,1.75960445396024,16.0194549264618,9.98516913754627e-13,1.39955696489043e-11,19.165099260708,"PDCD1LG2","Significant&FoldChange","Differentially_high"
"ENSG00000101928",1.24465761781957,4.33174703947818,16.1234584374323,8.87041632441076e-13,1.25897796167128e-11,19.1576532361335,"MOSPD1","Significant",NA
"ENSG00000130522",0.838919865887026,7.05460264170017,16.5578508006381,5.44852057524447e-13,8.13606576465077e-12,19.1549639526878,"JUND","Significant",NA
"ENSG00000002834",0.522305732225956,9.18465772578027,16.7622603682694,4.34857531334818e-13,6.70438976881695e-12,19.1510208022777,"LASP1","Significant",NA
"ENSG00000228594",-5.79326280109612,1.16304198709087,-16.7584728037491,4.36668712192468e-13,6.7198462931841e-12,19.1486962237558,"FNDC10","Significant&FoldChange","Differentially_low"
"ENSG00000101938",-2.08596562411483,2.83927334984433,-15.8469238147334,1.21697493065283e-12,1.66928608526757e-11,19.1463767858248,"CHRDL1","Significant",NA
