"","Untreated__WT","Untreated__ARID1A_KO","Untreated__MED12_KO","Vermurafenib_1uM__WT","Vermurafenib_1uM__ARID1A_KO","Vermurafenib_1uM__MED12_KO","Trametinib_10nM__WT","Trametinib_10nM__ARID1A_KO","Trametinib_10nM__MED12_KO","vemurafenib_and_trametinib__WT","vemurafenib_and_trametinib__ARID1A_KO","vemurafenib_and_trametinib__MED12_KO","Untreated__WT.1","Untreated__ARID1A_KO.1","Untreated__MED12_KO.1","Vermurafenib_1uM__WT.1","Vermurafenib_1uM__ARID1A_KO.1","Vermurafenib_1uM__MED12_KO.1","Trametinib_10nM__WT.1","Trametinib_10nM__ARID1A_KO.1","Trametinib_10nM__MED12_KO.1","vemurafenib_and_trametinib__WT.1","vemurafenib_and_trametinib__ARID1A_KO.1","vemurafenib_and_trametinib__MED12_KO.1","Untreated__WT.2","Untreated__ARID1A_KO.2","Untreated__MED12_KO.2","Vermurafenib_1uM__WT.2","Vermurafenib_1uM__ARID1A_KO.2","Vermurafenib_1uM__MED12_KO.2","Trametinib_10nM__WT.2","Trametinib_10nM__ARID1A_KO.2","Trametinib_10nM__MED12_KO.2","vemurafenib_and_trametinib__WT.2","vemurafenib_and_trametinib__ARID1A_KO.2","vemurafenib_and_trametinib__MED12_KO.2"
"SOX2",-4.77115224667705,-4.57884512705289,-4.64725410641734,-4.08489261191735,-4.5141212490659,-4.22628844042398,-4.53778343777493,-4.26997048888979,-4.28008937511765,-4.40576377442631,-4.39365572776113,-4.43620252232691,-5.07049866932127,-4.5909296815118,-4.80508715705165,-4.40104717615308,-4.06157556746866,-4.24957520635447,-3.87177021157631,-3.97203711990269,-4.37378425228587,-4.35101559939105,-4.1475295058606,-4.28974394836033,-4.57687791389018,-4.22040610101227,-4.40550181909865,-4.02860184992359,-3.72296287627781,-3.91701041927141,-3.63202349760717,-3.9990291987374,-4.45911604267419,-4.08404456380897,-4.04133009387939,-4.27948574882976
"SOX21",-2.69065564538433,-2.53606842965571,-2.73935734442762,-2.07067545069704,-2.18600689983588,-1.95369311120191,-2.23470871912969,-2.09716528766553,-2.07968574139918,-2.17221810936141,-2.1680342163026,-1.9962308819324,-2.68467830575094,-2.52655120448998,-2.65419505439115,-2.07273086018497,-2.0459332180913,-1.97700924658437,-2.03663843568173,-1.98477199706116,-2.10211194753348,-2.12006833633548,-1.93776611704537,-1.93433282880769,-2.70550520039675,-2.56417927463585,-2.65992156892831,-2.13487982109366,-1.89573774888255,-1.90884057269342,-1.85399254859722,-1.90705500895909,-2.18391440704095,-2.14230812050504,-1.91735596385011,-1.88724387026757
"SOX3",-1.8765135099773,-1.45399601205705,-1.81220672229602,-1.4539734647353,-1.39221808577219,-1.36204783492893,-1.41758209930141,-0.935655837211036,-1.34177743899081,-1.32977808204163,-0.94780737512334,-1.25694347597288,-1.76524821411055,-1.52157870772334,-1.68537658272161,-1.35535645171587,-0.975579693699298,-1.32325827363147,-1.47135510155358,-1.10420331128906,-1.35734471542279,-1.38139079358573,-0.972079235688238,-1.29882239355281,-1.69787377369092,-1.4206686874382,-1.66916823658426,-1.26713637424464,-1.05392113548475,-1.26629980460943,-1.29475583355425,-1.05901397902402,-1.37478629503791,-1.30067487592455,-0.977903592989652,-1.27988281209511
"SOX4",0.668215587872832,1.04273671208332,0.620714483343183,0.463035311189314,0.912820611208924,0.575056704153843,0.330501202591254,0.722458276039868,0.476847227412523,0.271050923313422,0.614109251321755,0.580191031266152,0.584188612793677,1.01932814751935,0.8159126495178,0.369706840017768,0.717243761605438,0.56134555554623,0.416894424526315,0.80753785788205,0.627444844891724,0.372736877028671,0.749090060043618,0.430197624198508,0.861164216893319,1.14349351092528,0.912208487344824,0.556181158010794,0.776475896615954,0.732733805957738,0.541550866827331,0.754444087343755,0.497042885348404,0.469314492121456,0.745031429950541,0.544745200531378
"SOX5",-6.01611309778192,-6.0178726478971,-6.25104419610596,-4.74431346048408,-5.6135567148365,-5.05203222305563,-5.23661691602837,-4.87785468804986,-4.96646101323785,-4.96775894087261,-5.131361396834,-5.04969378100295,-6.56135715700607,-6.24724389236974,-6.46203155763586,-4.94161834917971,-4.75442888381038,-5.05982249728507,-4.68137820432815,-4.68414510276822,-5.21069438056445,-4.97902622931661,-4.73720421109322,-5.10055560521334,-6.1959623720269,-5.9882153535071,-6.30991195281759,-4.81238922759849,-4.48280026867949,-4.77543653852706,-4.58554504550143,-4.72018276197412,-5.26072001694198,-4.76139288909356,-4.72784582805485,-5.02305168880209
"SOX6",1.94078362992904,1.68101885874338,1.80748933718442,1.92788693464966,1.98664451908304,1.98796550133712,1.85234883704513,1.79157565821572,1.98074757864274,1.90999236253253,1.80412593274847,1.85130194771729,1.8399667688223,1.62654044471842,1.80762466661433,2.01568340330813,1.84272925382201,1.96644494248038,2.05160689353307,1.95218641574948,1.99421544010265,1.86743135488864,1.85019568212155,1.93716513776623,1.94286127014284,1.78338593467185,1.95431216471151,2.01194432016019,1.86986023129029,2.05343701218305,2.18586995457838,1.83955812616705,1.91418357519383,2.02767902363301,1.83752335212953,1.91181390805888
"SOX7",-0.880010375354026,-1.27175733426545,-0.375118765891317,-3.44108841933688,-2.26048570047689,-3.4059141795301,-3.53341347103614,-4.35008665972486,-3.45451060180253,-3.90013949186814,-4.4880271535889,-3.5345393064678,-0.880535828792436,-1.33736826821963,-0.536609915338616,-3.52106176419968,-4.24224715478662,-3.62075270057708,-3.44235224899523,-4.30412490023797,-3.4605110508751,-3.85621787876444,-4.59433980609316,-3.69128425803064,-0.790541204692859,-1.24001218328874,-0.421408431366836,-3.68843088451022,-3.93564287933238,-3.6075108050389,-3.47923813131109,-4.25538784110446,-3.47337037692522,-3.73395028844382,-4.59584842746593,-3.84945734524865
"SOX8",-3.67858471582067,-3.85652783777981,-3.76249123254215,-3.29873043950044,-3.31297544683305,-3.5077468603373,-3.15267187070537,-3.37891002422836,-3.56063030649397,-3.20471602224003,-3.35679504194303,-3.56315186016308,-3.59439791107425,-3.84913037031831,-3.59272744194332,-3.16294942014905,-3.56573147698477,-3.56032589762402,-3.39331625511375,-3.55893971064688,-3.42854478624701,-3.15629139539043,-3.44410943803722,-3.4448379597192,-3.35206785050199,-3.6042084469134,-3.43490037350812,-2.91417495455685,-3.4084820034809,-3.4076248248565,-3.19409854125518,-3.58353246234822,-3.36696235495753,-3.24222727512214,-3.31354329428212,-3.46438987494342
"SP1",3.38323971292108,4.252289776052,3.74238745739964,1.82094286209299,3.32532802366385,1.76999975264152,1.90675230402362,2.15488898962337,1.63838444050187,1.66201949628518,2.12982859697362,1.60921375736349,3.52824046239164,4.07224887419633,3.62726647127517,1.86423064559863,2.18238480800884,1.69044289177048,1.84605499954105,2.16473900403249,1.59860095549318,1.6535457903455,2.07218904665648,1.64160220542735,3.42078868181726,4.15242732911462,3.71631751561537,1.59977115067674,2.35934095211325,1.59135203900972,1.73528367406683,2.13576100914044,1.71340753478518,1.5661632247061,2.05048765143642,1.50184329311727
"SP100",2.04611554217174,1.76070686383171,2.46220400022262,1.97800178221957,1.75793891460155,2.30644934343764,1.76704731772013,1.65601322216456,2.48771420730142,1.85625534763533,1.24614108317851,2.30497800499394,2.12715896469189,1.8123194355943,2.28490882041621,2.02050613747578,1.75824187375949,2.45405192988855,2.10461779748403,1.63011420349166,2.37135150884889,1.91456567426004,1.58352803800702,2.25857693540364,2.21890907618064,1.89821459213254,2.44859056378269,2.05352627370667,1.95333068564364,2.63806539693494,2.18749740389132,1.68437542000296,2.32775891884864,2.1192053031817,1.48370176688958,2.37906257709825
"SP110",-2.87649643527336,-2.92276513519018,-2.47603070868239,-2.72258683617891,-2.87583907868968,-2.41146182467444,-2.69607587217449,-2.79160535255993,-2.16122669688414,-2.64288940313767,-3.02721820007359,-2.32003003510478,-2.63289892457727,-2.68271133156169,-2.34177224957357,-2.69900889173698,-2.75503719762857,-2.13895282825959,-2.73856374381436,-2.65789202061685,-2.06409834006864,-2.7345112823296,-2.84715035881954,-2.2249563916465,-2.48058007150478,-2.59397925858202,-2.33535602071024,-2.36244138897126,-2.86178003690848,-1.85167373479612,-2.51464791770032,-2.77316600407779,-2.28678365200522,-2.68328018543965,-2.85849768316719,-2.18071153216947
"SP140",-8.52397750993067,-9.02112907301193,-8.01238856644861,-9.58207991770238,-9.24864784967699,-9.12477865810746,-9.43878522124544,-9.94728660031258,-9.12867953200926,-9.56658548105277,-10.1247290339453,-9.25805571506548,-8.14710416989809,-8.92261217730437,-7.692856097995,-9.28995650117809,-10.1081277654452,-9.04392587424309,-9.71252708855047,-10.1776015928616,-8.96068440993679,-9.55790358919404,-10.1906038082051,-9.14903199208909,-8.29304959247349,-8.93598118665903,-7.86457614165393,-9.39315897073669,-10.1735117744987,-8.90825345869232,-9.49162876765728,-10.2586249674332,-9.02151300966206,-9.63277105729316,-10.3295547930486,-9.15003972017354
